material_id,pretty_formula
mp-961697,ScGeAu
mp-1187039,SmPd2Pb
mp-1102877,PrPd5
mp-1025654,Te4Mo2WS2
mp-1102515,ZnSe2
mp-1239118,CsLi2(HO)3
mp-1184321,EuMg2
mp-1227700,BaSr4Cl10
mp-27607,Bi4Se3
mp-4676,La3(B3Ru4)2
mp-1114347,KRb2AlF6
mp-1104380,NdMg5Ni
mp-778617,Ni3OF5
mp-626080,V3H5O8
mp-4377,K2TbF6
mp-865215,TmHfRu2
mp-1218499,Sr3LaTa3O12
mp-1229081,AgSb(PbS2)2
mp-865316,Gd2MgTl
mp-554352,Ba2CuF6
mp-1208494,TbMn6(Sn2Ge)2
mp-1219045,Sn3Pb
mp-553342,CsBe2BO3F2
mp-29175,Ca2AuN
mp-1079971,Sr2ZnMoO6
mp-1221146,Na4Si2PbSe6
mp-11859,La(SiAu)2
mp-3345,Cu3AsS4
mp-8458,BaAsPt
mp-22966,C(ClF)2
mp-1072259,LuSn2
mp-1222930,LaAlCo4
mp-21093,SrPb
mp-1215573,Zr2CoS4
mp-1205567,Y2Br3
mp-28792,P4N3Cl11
mp-28671,ZrTe2Br5
mp-624253,Nb4Co2PdSe12
mp-1058,PdF2
mp-1095307,CeSbAu
mp-1223229,La2Ge4IrRh3
mp-643432,H3N
mp-2985,HoB2Ru3
mp-1095154,SmMgAg
mp-1104418,H6W
mp-1188333,Y2Co7
mp-1078692,PrAlCu
mp-4382,YB2Ru3
mp-1224940,Ga3Ni12Sn
mp-18913,Ba3Cr2O8
mp-1224865,Fe3Ni3P2
mp-67,Sc
mp-972965,GdF3
mp-752684,BaTm2O4
mp-1225757,Er5Ga2As
mp-1221096,NaCa2Ta3O10
mp-21029,Li2InPd
mp-1206310,NdCr2Si2C
mp-1186300,NdEr3
mp-1222618,Li2ZnCdP2
mp-1218070,Ta6Cr(CS2)3
mp-1206529,Rb(PIr)2
mp-567462,Sc3RhC4
mp-1078427,CeAl4Si2Ir
mp-1224630,GdFeNi4
mp-1104308,Tm(Fe2Ge)2
mp-1102968,Tm2(NiB2)3
mp-1227487,Ca2MgReO6
mp-15789,LiDyS2
mp-753967,Li2Mn3GaO8
mp-1280,ErTe
mp-1111209,K2RbLuCl6
mp-1184238,ErMgTl2
mp-20624,La2(Zn2Ge)3
mp-1212066,HoNiAs
mp-487,MnP4
mp-1245538,MnZnN2
mp-28110,Rb2PtI6
mp-755372,Li2MnO2
mp-996969,AgBiO2
mp-1219873,Pr2Ga7Ni
mp-1206780,Ti2Sb
mp-1185444,LiScRh2
mp-1228319,Ba2TaMnO6
mp-1080173,Ce(CuSn)2
mp-1218548,Sr3Sn3Au8
mp-752493,Fe2OF3
mp-1220885,NaTi3AlO8
mp-985699,CsV5S8
mp-1225550,DySbTe3
mp-20485,InSe
mp-753226,SmAgO2
mp-752845,Rb(WO3)2
mp-1079810,HfSn2
mp-1185358,LiMgCd2
mp-4499,MgAlSi
mp-27839,K2TiCl6
mp-31419,LaSb5O12
mp-754796,NaTmO2
mp-28610,CsAgCl3
mp-1017534,ZnCdSe2
mp-1209015,Sr2Ca2Cu3(BiO5)2
mp-763950,V3O5F
mp-3108,Lu(SiRh)2
mp-3277,BAsO4
mp-999121,TbTlTe2
mp-995225,CsBaSiHO4
mp-1227030,CaSmAl4
mp-976181,NaBH4
mp-1025425,Co3H
mp-1018804,MnS2
mp-8335,Ba2ZrO4
mp-1113280,Cs2AlInCl6
mp-1212191,HfNiAs
mp-1205298,Tb2Si3
mp-1070955,SmSiNi4
mp-1101978,PrAlAu
mp-8324,Dy2S2O
mp-5853,LiSi2N3
mp-1113598,Rb2InCuCl6
mp-1177771,Li2VFeO4
mp-1111,Mn5Si3
mp-1095470,Eu2ZnGe3
mp-1024999,HoCr2Si2C
mp-569382,Nd3Ga
mp-1018711,GdZnIn
mp-19959,LuTiGe
mp-1227269,CeTl2InSe4
mp-1106153,Er3In5
mp-1188308,Er5SbAu2
mp-571342,TiGa2
mp-5072,Rb2HgO2
mp-30571,Tl2Au
mp-1113565,Cs2InAgI6
mp-30581,Hf2Cu
mp-989549,Cs2PbClF6
mp-1025498,Tb2CBr
mp-2038,Sm3S4
mp-1184976,Li2CdAg
mp-1018050,CrC
mp-7593,RbLiF2
mp-20994,TaO2
mp-546295,Sr2CuOsO6
mp-8936,SnSe
mp-1181636,CuGeO3
mp-1184,La2C3
mp-1210567,MnZn13
mp-1217901,TaNbW
mp-1217435,TbY2Ni6(B2C)3
mp-1030447,Te3Mo2Se
mp-1221819,Mn2SnSbPd4
mp-1077270,GdB2Ir3
mp-1185452,Lu2CuAu
mp-1294095,LiV3O4
mp-1078752,SmCoGe2
mp-27224,Na4CoO4
mp-1038840,Ca2Mg
mp-1216499,V3FeS6
mp-1179971,Nd2Al2Fe15
mp-7561,SrPd3O4
mp-1206270,LuInNi4
mp-755659,DyHO2
mp-1095567,ErMn2
mp-1220978,NaMnCuSe2
mp-1101774,YSnIr
mp-1205619,Nd2CdRh2
mp-567996,Nb5Si3
mp-1094189,Mg5Sn
mp-1099,NiGe
mp-549589,LaZnAsO
mp-1218821,Sr2FeSnO6
mp-763249,Co3OF5
mp-11286,CaHg
mp-1220376,Nd2FeSb4
mp-1077510,PrSiGe
mp-752867,V2OF5
mp-867144,CaMgHg2
mp-12275,SrZnSb2
mp-1222270,LiMg
mp-13541,Sr2Mg(BO3)2
mp-976931,LuAlAg2
mp-998173,RbPdCl3
mp-7212,CsSmHgSe3
mp-545359,KNa2CuO2
mp-505502,Ce(PRh)2
mp-1210092,NaBi(MoO4)2
mp-12927,Ba(BeN)2
mp-1670,MnPt
mp-570084,Hg3AsSe4I
mp-28424,K4P3
mp-19814,NiAs2
mp-1224313,In9Cu11
mp-1222267,LuZnFeO4
mp-1207971,Tm(Co2Ge)2
mp-1228422,Ba2CeNbO6
mp-571284,Cs2FeNi(CN)6
mp-5918,Hf2NiP
mp-34255,Eu(LuS2)2
mp-1519425,SrEuHfTiO6
mp-551900,PrBi2BrO4
mp-1262424,Ti2AlO4
mp-1307551,Mn2FeO4
mp-1184381,Gd2AgAu
mp-2794,Fe5C2
mp-985468,Er2Ga8Co
mp-1018086,CePd
mp-763927,V6O7F5
mp-4004,Ag5SbS4
mp-752580,RbNO2
mp-1216727,Tl9SnTe6
mp-1095464,YAlPd
mp-977347,Hf5Al3N
mp-3283,RbNbO3
mp-752985,LiV3O5F
mp-1029258,Ca(ZnN)2
mp-1105419,Cs2Hg3S4
mp-20042,TlInS2
mp-567694,La2C2Cl
mp-1183617,CaInAg2
mp-1106020,Zr5SiSn3
mp-977588,LuNiSn
mp-971720,ZnGa3
mp-753034,V3O5F
mp-1220657,Nb3S5
mp-1220516,Nd2MnCrO6
mp-1078353,MnPb2WO6
mp-1113667,Rb2BiAuCl6
mp-1079671,Tb2CuGe6
mp-19873,DySiRu
mp-505825,Cs2PtC2
mp-1213066,ErNiPb
mp-754266,Li8TiS6
mp-771648,RbCrO2
mp-1223089,La3Nd(CuO4)2
mp-978265,Mg2ZnPd
mp-1184488,In3Bi
mp-1187656,YbCeAu2
mp-974788,Nd
mp-1183204,Ba2CdHg
mp-611,Ag3Sn
mp-1100779,ZrZnPt2
mp-1105567,Nd7Pt3
mp-1078259,GaBO3
mp-865565,CsSn3
mp-1017540,ZrCd
mp-2533,NbO2
mp-1001022,Cu2PPd2
mp-1210445,Na3LuCl6
mp-7926,TaSe2
mp-1010953,MgNi
mp-27330,La3(OsO5)2
mp-20666,SmIn2Rh
mp-1176675,LiLuO2
mp-553932,GaPO4
mp-864901,LaAu3
mp-1190316,YbFe4(CuO4)3
mp-2341,Li3N
mp-1207542,YbNi5P3
mp-758252,LiV2F5
mp-1228386,Ba2CeZrO6
mp-1185508,LuScCu2
mp-22880,FeBr2
mp-21126,V2PbO6
mp-9023,ScSiAu
mp-632715,Cs3CeF6
mp-1018698,EuHgPb
mp-1206466,SbPbBrO2
mp-1114367,Rb2NaPdF6
mp-1187436,Ti2CuRe
mp-1094489,Mg2Zn
mp-1019731,EuAl3(BO3)4
mp-610631,LaGeAu
mp-24007,Rb2HBrO
mp-1218875,Sr2(AlAg)5
mp-3103,Nb4AlC3
mp-1113009,Cs2LiPrF6
mp-772156,ErAsO4
mp-1224088,Ho(AlFe)6
mp-1220320,Nd2Al3Ga
mp-1226797,Ce2ZrO6
mp-972448,SmBS3
mp-1225065,FeCu2GeS4
mp-28593,Li3BrO
mp-752916,Li4V3(FeO5)2
mp-1223960,K(Nb3S4)2
mp-569509,Er2Co7
mp-1185296,Li3Yb
mp-1039304,CeMg2
mp-1217680,Tb2AgPd
mp-10795,TaTlS3
mp-1106010,Lu2Co3Si5
mp-977380,LiMg2Pd
mp-1518778,BaSrTbWO6
mp-21136,Ce3Ni2B2N3
mp-526,CaTl3
mp-6977,Be3N2
mp-1104604,Na2SrSn4
mp-1216572,V5Cr5Ge6
mp-1207036,Dy2Ni2Sn
mp-37498,Li5NCl2
mp-1223753,Ir(N2Cl3)2
mp-1104289,LuB12
mp-989566,Rb2InGaF6
mp-1223673,InSn3Se4
mp-1183191,AlCuRh2
mp-28007,BaHgS2
mp-756452,SmDyO3
mvc-3277,ZnFePO5
mp-1185574,Eu2Mn2O5
mp-1186939,Sc2CoPt
mp-1223136,La8(BiPb)3
mp-569558,AlAu2
mp-1070510,Y2BiO2
mp-10925,Pr2Se2O
mp-6368,CsSO2F
mp-12764,SmC2
mp-20194,CeO2
mp-555860,EuTiClO3
mp-1095197,SmCdGa
mp-755328,ZrSn2
mp-1182608,Ce5Al2Ru3
mp-865884,LuInRh2
mp-20357,Ce2InPt2
mp-1186304,NdAs2Au
mp-559944,YbMn4(CuO4)3
mp-1025079,EuAsPd
mp-3721,SrHfO3
mp-1106196,Lu4Ga12Ni
mp-862750,SrNiSn2
mp-1181730,GdMn4(CuO4)3
mp-1208299,TbSBr
mp-1222921,LaAlCu4
mp-776954,Li2MnPHO5
mp-758835,Na(Cu3O4)2
mp-1222057,MgFe4CoO8
mp-867985,SmPbAu2
mp-545522,CoBiO3
mp-1071618,NdCuSn
mp-1207684,TmMn2SiC
mp-29127,Bi(TeBr2)2
mp-19718,CeInAu
mp-1113867,Rb2AlAgCl6
mp-753604,LiVF6
mp-1102152,DyNiP
mp-1186069,Na(MoSe)3
mp-1216535,TmCuGe
mp-1080496,GdInAu
mp-570091,Rb(CoSe)2
mp-9341,GdAgGe
mp-1103722,Al2PbS4
mp-1222747,LaTa2AgO7
mp-1232425,Gd2NiIr
mp-865580,Li2DyIn
mp-1188286,Tb2Ge5Rh3
mp-20619,SbRh
mp-34337,H4NCl
mp-1187610,TmMg3
mp-1183846,DyLu3
mp-510278,GdTiO3
mp-1185542,CsK2Rb
mp-557183,KNaZnO2
mp-1219889,Pr2Ho
mp-38494,Y4AsSe3
mp-1185309,LiAg2Sb
mp-1222924,LaCeOs4
mp-1206016,PrInPt
mp-867507,TaGaFe2
mp-1147705,RbInH3
mp-675740,Ca(CeTe2)2
mp-5756,Cu3PSe4
mp-1078795,TmGe3
mp-1214296,BaTi(PO4)2
mp-1184056,Eu2InHg
mp-4438,CaSnO3
mp-1223207,KZnCuTe2
mp-1216105,YGa3NiGe
mp-3163,BaSnO3
mp-9744,BaAsPd
mp-18720,Mn2CdO4
mp-979980,VPd3
mp-1217528,TbGaAg
mp-9798,Rb(SbSe2)2
mp-1208327,TbAl3Ni2
mp-1080170,MoW(SeS)2
mp-1183559,CaLuHg2
mp-639892,GdMn12
mp-4483,AgAsSe2
mp-1227759,Ca3NdMn4O12
mp-571624,Dy3Al2
mp-1222763,LaSmB12
mp-1105494,KCdGeAs2
mp-1210797,Li2MgGeO4
mp-1227486,BiSbS3
mp-1227473,Ca2La2MgTi3O12
mp-1189938,Ho3Ru
mp-5436,FeCo2Si
mp-1071811,DyCdNi4
mp-20856,Eu(FeP3)4
mp-684983,Ba3LaIn(WO6)2
mp-22323,In2O3
mp-1217772,SrSmCoO4
mp-2076,ZrSe2
mp-1104655,Tm3Ga8Rh3
mp-755714,SrEuO2
mp-8262,K2P3
mp-864949,MnGaRh2
mp-1219627,RbAs4(HO4)3
mp-1079966,CrNiP
mp-862746,Sr2LiTl
mp-12309,Cs2NaAl3F12
mp-12954,CuBS2
mp-1227032,CaMnO2
mp-865128,NaSr2Tl
mp-865735,Li2YbGe
mp-1227676,BaSrCoWO6
mp-867229,RbSn3
mp-864980,MnAlRu2
mp-867888,LiTm2Pt
mp-571458,RbGeI3
mp-22739,BaFe2S3
mp-1102684,TmNi3
mp-1009132,HoBiPd
mp-1205681,K2NaPdF6
mp-1218994,Sn(TePd3)2
mp-1209522,Rb2Mn3Te4
mp-557510,Cu3TeS3Cl
mvc-5179,Ca2AlCoO5
mp-568703,Pr(NiSb)2
mp-8230,Zn(PO3)2
mp-3392,Ba(TlHg)2
mp-1008506,BaGaSiH
mp-761263,NaV4O10
mp-1224867,Ga2FeCo
mp-1189383,Li2CdGeS4
mp-6124,NaAl(SiO3)2
mp-570491,TaNi3
mp-762643,LiFeSiO4
mp-6992,Eu(NiAs)2
mp-1188677,YbGe2Pt
mp-1490,AlAu4
mp-1207786,Y3Fe2Si3
mp-6867,KCaCO3F
mp-756166,LaHoO3
mp-1225137,EuMgGa3
mp-1205912,K3LuF6
mp-19378,CrAgO2
mp-7936,LiNbS2
mp-1181926,CaH2
mp-17813,ZrAu4
mp-1178351,EuVO3
mp-980071,TmLuTl2
mp-20716,PbSeO3
mp-8234,BaTe3
mp-8456,SrAsPt
mp-865415,YbTmPt2
mp-1105793,Mg2B2AsIr5
mp-555458,Ba4Fe2S4I5
mp-10668,Yb(SiAg)2
mp-754787,SmTlO3
mp-1078771,Tb2Ni2Sn
mp-1225945,Dy2MnGe4
mp-571084,MnBr2
mp-777780,Li3MnF6
mp-1208039,TlGa(SO4)2
mp-1095528,Ho(Ge2Rh3)2
mp-1222604,Li2TlCd
mp-25886,CuPO4
mp-1225172,EuCo2SiGe
mp-1174209,Li4Mn3CoO8
mp-35216,BiTe3
mp-23184,BCl3
mp-1206804,Tm3(In2Co)2
mp-753503,LiMn2F7
mp-774326,Ni3OF5
mp-22014,Sc2SiB2Ir5
mp-11369,ErHg2
mp-20914,NdIn2Ir
mp-1220944,Nb12Al3In
mp-3201,Li2GaPd
mp-866189,CeCd2
mp-1225145,Gd2AlFe3
mp-1284624,Li2CoO3
mp-21054,PrSnPd
mp-38307,MgAl2O4
mp-3448,KMgF3
mp-754672,TiO2
mp-1216026,YFe11Re
mp-8830,NaRhO2
mp-1224502,HfAlCo
mp-973666,KV5Se8
mp-850196,Li3V4O11F
mp-1113461,Cs2NdAgI6
mp-8020,LaTiO3
mp-1105092,Eu3P4
mp-1080619,TmZnSn2
mp-31150,Sr2Bi3
mp-568559,YbAg2
mp-27393,AlPd5I2
mp-1183781,DyMg2Sc
mp-753177,Li2MnCo3O8
mp-9912,Li2CeP2
mp-542816,Zr5SiSb3
mp-862756,PrGa3
mp-556560,MnF3
mp-22017,LaIn2Ir
mp-1018129,Pt2W
mp-7590,GeP
mp-6847,KY2Ti2S2O5
mp-862615,Er2NiRu
mp-19319,ErMnO3
mp-1386,HoPb3
mp-1103943,ErGa3Ru
mp-1225557,La4GaSi3
mp-1106066,La(Sb3Os)4
mp-557359,Cs2Al2Sb2O7
mp-1183148,AlGaCo2
mp-19164,BaDy2CoO5
mp-1272384,Co2PO5
mp-1205454,Hf2InNi2
mp-1206031,Dy2CoGe6
mp-1077088,PrCdNi4
mp-1225642,Eu2Al6Si3Au2
mp-18794,Sm2TiMnO6
mp-1225771,Cu3PdAu4
mp-1226800,CeCuNi
mp-15788,LiYS2
mp-8872,RbNa2BO3
mp-1095497,YIr3
mp-7331,Cs2MgFe(CN)6
mp-1178026,Li2Co3TeO8
mp-975028,Rb3Cd
mp-1986,ZnO
mp-409,NaS
mp-1218439,Sr4TlCu2BiO10
mp-1298283,CaMn4(CuO4)3
mp-1217113,Ti3Ir2
mp-1224970,Gd(ZnGa)2
mp-1212340,Ho2MnNiO6
mp-1187701,Y2AgHg
mp-35031,Pr5CuSe8
mp-18725,YCrO3
mp-27533,P2Pd15
mp-1099096,CeMg14Cd
mp-29842,CsReF8
mp-759883,BiOF
mp-1106120,Sr5Tl3
mp-1208303,TbCdPd
mp-1069443,CeAl3Cu
mp-1518433,Sr2HfVO6
mp-1106330,Pr2Co7
mp-8015,CsRuF6
mp-20437,Sr2SmCu3(PbO4)2
mp-14651,Zr2AgPdF11
mp-867703,VOF
mp-1216310,VMoAs2
mp-759207,LiSb(TeO4)3
mp-1215233,ZrNb3C4
mp-568437,Yb2Zn17
mp-1207558,YbGa2Ag
mp-554120,DyCuS2
mp-1219105,SmAl3Cu
mp-754,Te2Rh
mp-556745,TlCO2
mp-1071036,TbScSb
mp-36066,PNO
mp-20385,Nd3InC
mp-1018276,CeGa
mp-754760,Eu(ReO4)2
mp-571665,Ho(SiPt)2
mp-1208630,SrC6
mp-1184791,InRh3
mp-7440,NaP
mp-1094490,MgZn
mp-23421,LiYb2Cl5
mp-1105186,Cu3B5Pt9
mp-1111252,K2LiNdCl6
mp-1220768,NaYF4
mp-1186276,Nd3Ho
mp-7534,K2Cd2O3
mp-1239266,HfCrAgS4
mp-1189520,NaPS3
mp-1217677,Tb2CuAg
mp-1189585,NdCrTeO6
mp-1174821,Li6Mn3CoO10
mp-979417,DyYCd2
mp-1246089,Sr4VN4
mp-1185571,CsAs(HO2)2
mp-980757,Sm5Sb3
mp-20998,LiCaPb
mp-864943,MnBe2Ir
mp-1185558,CsK3
mp-1092225,CeLuS3
mp-1184932,In3Pb
mp-570026,ErAgGe
mp-1245625,Mg(ZnN)2
mp-778848,In3NO3
mp-19359,NaFeO2
mp-755940,Mn3OF5
mp-561619,CsLuS2
mp-29989,Sm3(SiIr)2
mp-754406,Li2CuPO4
mp-685145,BN
mp-10359,Zr(CoGe)6
mp-677335,GaPO4
mp-2422,ErGa2
mp-1329,LaTe2
mp-1227048,CaLaAl4
mp-1087498,Ce(AsRh)2
mp-1217049,TiAl2Cr3C2
mp-1246504,Ca4OsN4
mp-1223144,La4As2S5O4
mp-33737,Mn3Cu3O8
mp-865260,Lu2ZnIr
mp-21288,La2InGe2
mp-753780,LiMn2O2F3
mp-1214096,Ca(ErS2)2
mp-8999,NbNiTe5
mp-600001,SiO2
mp-605786,Eu2BrO2
mp-768308,LaAgO3
mp-1188451,Nd(P3Os)4
mp-1218420,Sr3DyMn2O8
mp-1222904,LaYC3
mp-7158,Lu(AlGe)2
mp-22596,Ni3(PbS)2
mp-7260,P4S5
mp-1212604,GdAl3Ni2
mp-1112107,Cs2TlInI6
mp-1177470,Li3VS3
mp-1104206,Ho3Pd4
mp-976847,Ni3Sb
mp-561830,Cs2CoS2
mp-756375,Li4FeCu3O8
mp-1227076,CaLa3Si8
mp-560340,La2Pd2O5
mp-1112637,Cs2TlCuF6
mp-28741,CuSe3Br
mp-9293,EuGeAu
mp-1103352,Hf4CuP
mp-8219,Zr(CuP)2
mp-9570,Ca(CdP)2
mp-3033,RbTaO3
mp-1079209,Yb2CuGe6
mp-867143,SmGa3
mp-1183569,CaHoPd2
mp-1520996,BaCaEuWO6
mp-1220475,Nb7S8
mp-1518126,SrEuNbGaO6
mp-1212048,HoMn6(Sn2Ge)2
mp-998231,KGeCl3
mp-1221528,Mn2SbAs
mp-865351,Tm2ZnRu
mp-1186862,Tb5Mg
mp-1113004,Cs2LiScCl6
mp-24424,BaHBr
mp-862546,Sc2AlRu
mp-697501,VH2SeO5
mp-756390,Li3MnCu3O8
mp-867178,PrMgCd2
mp-1102046,MnInCu4
mp-638685,CsEuBr3
mp-1080466,Nb2PdS6
mp-1181434,Er3Co11B4
mp-1173936,Li3Mn2CoO6
mp-770843,VCrO3
mp-1218089,SrPrGaCuO5
mp-1205518,Y2MgPd2
mp-1112467,K2GaAgF6
mp-1070869,ZrCu4Ag
mp-1216503,V6InS8
mp-1247272,Y3Mg2MnS8
mp-1120788,CoCl2
mp-1173178,SrLaCuRuO6
mp-20010,DyCuGe
mp-20136,BaPb
mp-644500,Zn7Mo
mp-867192,Sr2AsAu
mp-1208300,TbPPd
mp-8256,ZnPtF6
mp-1078053,Ga2FeSe4
mp-22725,TiInCu2
mp-1247250,Mg2MnIn3S8
mp-1017466,SrMnO3
mp-21001,Y(GeRu)2
mp-1114713,Rb3NiF6
mp-9819,RbAsF6
mp-1216436,V6GaGe
mp-22006,VMoO5
mp-20257,AsPd3Pb2
mp-8613,MnPS3
mp-1186689,Pr2MgAl
mp-8924,Ba2LiFe2N3
mp-22384,DyInPt
mp-569006,Sr(AsRh)2
mp-1226497,CePrO4
mp-17118,Y3Ge5
mp-1221901,Mn2In2CuPd3
mp-6036,CaCu3(RuO3)4
mp-1105944,HS2N(O2F)2
mp-1216981,TiFeBiPbO6
mp-13182,Li2TiGeO5
mp-1227746,BaSr3Zr2Ti2O12
mp-760242,LiVOF4
mp-1184995,La3Cd
mp-1006242,EuInNi5
mp-754336,Li2MnFeO4
mp-530,Nd4Sb3
mp-1225872,Er4NiSn8
mp-12181,BaSnS2
mp-1104598,ErB12
mp-1238967,Rb3RuF6
mp-9672,K2NiP2
mp-977421,TbGaRh2
mp-10873,ScAlAu2
mp-775319,Li2Mn3NiO8
mp-865442,TiAlOs2
mp-865089,NaCeTl2
mp-574085,Dy5Sn13
mp-1039426,Mg3Cd
mp-1224137,In5S8
mp-2473,Re3As7
mp-754936,DyAlO3
mp-19116,Sr2CaMoO6
mp-33723,BiTeBr
mp-1214175,Bi7I2
mvc-15677,ZnBiF6
mp-978257,MgSn3
mp-1018673,CoPPd
mp-8622,Rb2PtSe2
mp-690515,K2CoH2(SeO5)2
mp-972899,Sc2GaIr
mp-754746,VOF
mp-1105833,Hf4Co7Ge6
mp-1185762,Mg2CdRh
mp-2775,SrAl4
mp-763211,V3O5F
mp-1205400,Ba2NdInTe5
mp-989551,LiTl2InF6
mp-1221125,NaBiS2
mp-752799,Li2FeSiO4
mp-569107,CsErZnTe3
mp-759839,Li2VF6
mp-616507,Cs2Na2IrO4
mp-864797,NdCrSe3
mp-864932,Mg2AgPt
mp-977113,MgPdAu2
mp-30846,Sn3Pt2
mp-1206326,ErAlSi
mp-1217023,TiB2W
mp-1104494,Lu(Fe2Ge)2
mp-505598,Zr(Ni2P)2
mp-1209166,RbTmI3
mp-1095425,LiEuSb
mp-1029779,ZnGeN2
mp-1215769,YbEu(FeO2)4
mp-1211458,LaSbRh
mp-1225549,LaAl2Cu3
mp-1104960,Sc3(CuSi)4
mp-1223823,Hf2Cr3Si
mp-1207497,YbZrF7
mp-1188534,ScCrC2
mp-4743,ErTiGe
mp-1080226,CsTlBr3
mp-40630,CaPrMn2O6
mp-1181552,CsNi2F6
mp-1181655,Cs3Sn4Au
mp-2164,Mo3S4
mp-1226100,CoCu2SnSe4
mp-1087540,CdCu2SiTe4
mp-9712,Ba3BPO3
mp-1216055,YbEu(InCu4)2
mp-1104660,Bi(PdO2)2
mp-627119,VHO3
mp-1216683,TiSb4Mo
mp-20325,Ti3InC
mp-1215511,YbGa3Au
mp-972205,V2MoOs
mp-1114590,Rb2NaInBr6
mp-1094697,Mg2Cd
mp-1247277,Mn3FeN3
mp-1103986,BaLuFe4O7
mp-11256,ScAu
mp-752806,Mn3OF5
mp-1226153,Cs3H(SeO4)2
mp-766045,PWO5
mp-10497,SrC2
mp-865483,Li2GdIn
mp-17174,K3(Cu4S3)2
mp-21175,TaGaNi2
mp-1239189,TaCr3(AgS4)2
mp-1018806,MoSeS
mp-8658,CsNaSe
mp-1519864,BaSrInSbO6
mp-27731,HfH2
mp-862656,ErAl3
mp-1184091,Er2CuAu
mp-1076438,La2Co2O5
mp-1247752,Cr3SnS8
mp-1216008,YFe11Mo
mp-1209854,Nd2Sn5
mp-1211323,La2Si3Rh
mp-22048,Pt2PbO4
mp-1216258,Y2Fe17C
mp-9595,NbInO4
mp-1097885,LiCoO2
mp-1029448,Li5OsN4
mp-1114525,Rb2InSbCl6
mp-1221887,Mn2CdO3
mp-862940,Er2CuPt
mp-1214813,Ba2LuReO6
mp-16523,Al3Pd5
mp-1218170,SrLaTlCuO5
mp-1184343,Fe2NiB
mp-755798,ZrPbO3
mp-1190071,Er6GaCo2
mp-1018033,AgRhO2
mp-756519,Li(ReO3)4
mp-9544,Er2C3
mp-1218378,Sr4BrN2Cl
mp-1094472,MgZr3
mp-650,Be5Pd
mp-1079103,LaCuSb2
mp-1225818,DyGaFeCo3
mp-1212821,Er4Ga12Pt
mp-635426,GdAu
mp-865753,YbErPd2
mp-1208316,TbGePd2
mp-3807,Al2CdSe4
mp-754286,Co3OF5
mp-1017567,Hf2SN2
mp-616481,NbFeTe2
mp-8972,K2TaCuSe4
mp-1212407,HfBi
mp-9586,NbSnS2
mp-1223512,KMg3AlSi3(O5F)2
mp-615682,Ba2LaTa(CuO4)2
mp-976955,Li2RuF6
mp-1521910,SrEuNbVO6
mp-6528,Cs2NaAlF6
mp-14447,Ba2SiSe4
mp-761288,MnBO3
mp-1077033,YbSe2
mp-568021,Er3AlC
mp-976330,LiZr2Ir
mp-556239,Cs5Nb2S4Br9
mp-1024990,LuB2Ir3
mp-1220488,Nb6BiTe8
mp-1094425,Mg5Zn
mp-753923,Cs3HoO3
mp-1097,TaB
mp-1183232,AlNi3
mp-1080162,Te2Mo3W(SeS2)2
mp-980938,Tb3Al2
mp-1095508,Er5S7
mp-7332,NdP5
mp-1802,NbS2
mp-1219591,RbCoNiF6
mp-1239197,TaCr3(AgS4)2
mp-11705,Dy2Fe2Si2C
mp-22440,LuSiIr
mp-510548,Y4Ga12Pt
mp-1188992,Sm5Ge3
mp-569302,Gd(SiRu)2
mp-1102395,SbRuSe
mp-865011,Mn2NbAl
mp-977557,NdCdPd2
mp-1187606,TmLuCu2
mp-754228,Li4Ni3SbO8
mp-850979,V3(O2F)2
mp-1214615,Ba2Sm2Ti2Cu2O11
mp-1113449,Rb2TlAuBr6
mp-1188606,La5Pb3S
mp-1187430,Ti2IrRu
mp-568572,WSe6ICl6
mp-2203,YB6
mp-1217527,TbGa3Ni
mp-1018693,Eu2H3Cl
mp-865103,DyGa3
mp-754162,LiGdO2
mp-1219887,Pr(AlFe)6
mp-1195050,SnIr2Se5
mp-1206734,LiInPt
mp-1215775,Zn3InCuS5
mp-1184508,GdSnPd2
mp-1102937,BrNO
mp-1176459,Mn3OF5
mp-1185694,MgBi
mp-1078825,SrCd2Pd
mp-696649,KH2I3O
mp-10912,BaPr2FeS5
mp-1646508,CaLaFeWO6
mp-1217572,TbDy3Al8
mp-13094,YAl2Ni
mp-1079048,V3PN
mp-1094617,MgGa
mp-560569,KPrPdO3
mp-608,TiCo3
mp-1224185,In3Co
mp-19003,MgV2O5
mp-754811,Li3Mn5O8
mp-9945,CoTe2
mp-21075,HfC
mp-22490,Sc3(NiGe)4
mp-1103776,Yb2FeC4
mp-10209,Y3Al3NiGe2
mp-1079779,Tb2InCu2
mp-21044,NdGeRh
mp-9971,YGe
mp-13679,PdF3
mp-972180,YbMgIn2
mp-1188000,Zn3Au
mp-1069270,ZnNi3N
mp-13162,TbZnSn2
mp-1539330,CaCoF6
mp-6583,Ba2Er(CuO2)4
mp-11073,Ti3In3Rh2
mp-1247346,Bi2(CN2)3
mp-19728,YSiRh
mp-1113333,Cs2TbCuCl6
mp-1038715,CeMg
mp-6948,KNaO
mp-1227321,CaCeC4
mp-1520009,SrCaLaSbO6
mp-1220889,NaSr2LaTi4O12
mp-11157,SmMgGa
mp-22203,SmMnO3
mp-1095522,YZnPd
mp-19193,CaFe3O5
mp-1222760,LaSiAg
mp-19381,DyCrO3
mp-1797,MnNi
mp-12368,SbS2NF6
